0,1773
0,1817
0,2428
0,3719
0,4426
0,8214
0,9148
1773,1488
1773,1898
1773,2285
1773,3301
1773,3332
1773,3366
1773,4560
1773,7475
1773,8028
1817,1024
1817,2326
1817,3238
1817,3253
1817,3366
1817,3694
1817,3963
1817,4560
1817,4878
1817,5569
1817,7252
1817,10382
1817,11040
2428,2346
2428,4560
2428,5137
2428,5432
2428,5662
2428,6913
2428,8609
2428,9675
3719,850
3719,1287
3719,2035
3719,2611
3719,2764
3719,3366
3719,3482
3719,4005
3719,4560
3719,4590
3719,4723
3719,5882
3719,6874
3719,7271
3719,7711
3719,8172
3719,8281
3719,8401
3719,9110
3719,10655
3719,11274
3719,11881
3719,12159
4426,1898
4426,3366
4426,6147
4426,8028
8214,1533
8214,2096
8214,2202
8214,2400
8214,2438
8214,2589
8214,2598
8214,2614
8214,2670
8214,3238
8214,3253
8214,3366
8214,3620
8214,3963
8214,4164
8214,4560
8214,4878
8214,5569
8214,5636
8214,5689
8214,6418
8214,6615
8214,7030
8214,7071
8214,7218
8214,7465
8214,7640
8214,8042
8214,8375
8214,8441
8214,9535
8214,10547
8214,10553
8214,11041
8214,11213
8214,11658
8214,11681
9148,639
9148,2581
9148,3366
9148,4560
9148,5296
9148,5526
9148,7563
9148,10669
9148,10817
9148,10825
1,626
1,1347
1,3370
1,5596
1,7451
626,2400
626,8131
626,10124
626,10499
626,12274
626,12550
1347,17
1347,552
1347,1151
1347,1244
1347,1604
1347,1898
1347,2467
1347,3238
1347,3366
1347,3382
1347,3414
1347,4247
1347,4741
1347,5042
1347,5867
1347,6615
1347,6766
1347,7711
1347,7765
1347,8131
1347,10232
1347,11046
3370,5291
3370,7510
3370,8817
3370,10169
3370,10347
3370,11050
3370,11835
5596,17
5596,254
5596,552
5596,980
5596,1151
5596,1443
5596,1701
5596,1893
5596,1898
5596,2129
5596,2467
5596,2650
5596,3238
5596,3366
5596,3414
5596,3863
5596,5992
5596,6766
5596,6881
5596,8131
5596,8329
5596,8792
5596,10649
5596,11658
7451,17
7451,552
7451,1115
7451,1151
7451,1244
7451,1604
7451,1701
7451,1893
7451,1898
7451,2129
7451,2467
7451,2650
7451,3238
7451,3366
7451,3382
7451,3414
7451,3464
7451,3863
7451,5042
7451,6766
7451,6880
7451,6881
7451,7711
7451,8131
7451,8792
7451,10649
7451,11046
2,269
2,790
2,2891
2,6149
2,6523
2,6654
2,6790
2,6997
2,7190
2,7962
2,9377
2,9573
2,10881
2,11574
2,11965
2,12143
2,12472
269,3
269,50
269,111
269,142
269,314
269,330
269,349
269,528
269,531
269,533
269,731
269,780
269,790
269,796
269,817
269,831
269,834
269,924
269,943
269,955
269,1016
269,1068
269,1083
269,1127
269,1225
269,1322
269,1326
269,1367
269,1400
269,1481
269,1504
269,1518
269,1552
269,1602
269,1639
269,1641
269,1664
269,1683
269,1709
269,1721
269,1744
269,1752
269,1844
269,1871
269,1879
269,1907
269,2076
269,2150
269,2219
269,2345
269,2349
269,2373
269,2395
269,2400
269,2406
269,2412
269,2438
269,2510
269,2564
269,2612
269,2625
269,2676
269,2722
269,2821
269,2830
269,2840
269,2844
269,2850
269,2891
269,2974
269,3043
269,3064
269,3083
269,3179
269,3222
269,3258
269,3276
269,3301
269,3332
269,3343
269,3468
269,3482
269,3526
269,3617
269,3629
269,3717
269,3787
269,3913
269,3956
269,4092
269,4123
269,4421
269,4636
269,4731
269,4762
269,4787
269,4843
269,4914
269,4941
269,4976
269,5086
269,5264
269,5396
269,5414
269,5464
269,5486
269,5541
269,5646
269,5665
269,5689
269,5794
269,5808
269,6107
269,6149
269,6271
269,6320
269,6325
269,6331
269,6335
269,6340
269,6341
269,6381
269,6402
269,6404
269,6409
269,6434
269,6444
269,6448
269,6482
269,6493
269,6514
269,6523
269,6613
269,6654
